${0},,
"Round Off Account","Hesabı Yuvarla",
"Round Off Account Not Found",,
"Rounded Off",,
"Rounding Method",,
"Row ${0}",,
Sa,,
Salary,Maaş,
Sales,Satışlar,
"Sales Acc.",,
"Sales Expenses","Satış Giderleri",
"Sales Invoice","Satış Faturası",
"Sales Invoice ${0} is Saved",,
"Sales Invoice ${0} is Submitted",,
"Sales Invoice Item","Satış Fatura Kalemi",
"Sales Invoice Number Series",,
"Sales Invoice Print Template",,
"Sales Invoice Terms",,
"Sales Invoices","Satış Faturaları",
"Sales Item",,
"Sales Item Created","Oluşturulan Satış Kalemi",
"Sales Items","Satış Kalemleri",
"Sales Payment",,
"Sales Payment Account",,
"Sales Payments","Satış Ödemeleri",
"Sales Quote",,
"Sales Quote Item",,
"Sales Quote Number Series",,
"Sales Quote Print Template",,
"Sales Quotes",,
"Sales and Purchase",,
Save,Kaydetmek,
"Save ${0}?",,
"Save Button Colour",,
"Save Customizations",,
"Save Template","Şablonu Kaydet",
"Save Template File",,
"Save and Continue",,
"Save as PDF","PDF olarak kaydet",
"Save as PDF Successful","PDF olarak kaydet Başarılı",
"Save changes made to ${0}?",,
"Save or Submit an entry.",,
Saved,,
"Search Item (Name or Barcode)",,
"Search an Item",,
"Secured Loans","Teminatlı Krediler",
"Securities and Deposits","Menkul Kıymetler ve Mevduatlar",
Select,Seçmek,
"Select CoA","Coa'yı seçin",
"Select Color","Renk Seç",
"Select Colour",,
"Select Country","Ülke Seç",
"Select File","Dosya Seç",
"Select Image","Resim Seç",
"Select Template File",,
"Select a Display Doc to view the Template",,
"Select a Template type",,
"Select a form type to customize",,
"Select a pre-defined page size, or set a custom page size for your Print Template.",,
"Select column",,
"Select file","Dosya seç",
"Select folder","Klasör seç",
"Select the template type.",,
Selected,,
September,,
"Serial Number",,
"Serial Number ${0} does not belong to the item ${1}.",,
"Serial Number ${0} does not exist.",,
"Serial Number ${0} is not Active.",,
"Serial Number ${0} is not Inactive",,
"Serial Number ${0} status is not Active.",,
"Serial Number Description",,
"Serial Number is enabled for Item ${0}",,
"Serial Number is not enabled for Item ${0}",,
"Serial Number not set for row ${0}.",,
"Serial Number set for row ${0}.",,
Service,Hizmet,
"Set Coupon Code",,
"Set Discount Amount",,
"Set Loyalty Program",,
"Set Period",,
"Set Price List",,
"Set Print Size",,
"Set Template Type",,
"Set Up",,
"Set Up Your Workspace","Çalışma Alanınızı Ayarlama",
"Set a Template value to see the Print Template",,
"Set an Import Type","İçe Aktarma Türünü Ayarlama",
"Set the display language.","Ekran dilini ayarlayın.",
"Set the local code. This is used for number formatting.","Yerel kodu ayarlayın. Bu sayı biçimlendirmesi için kullanılır.",
"Set up your company information, email, country and fiscal year","Şirket bilgilerinizi, e-postanızı, ülkenizi ve mali yılınızı ayarlayın",
"Set up your opening balances before performing any accounting entries","Herhangi bir muhasebe girdisi gerçekleştirmeden önce açılış bakiyelerinizi ayarlama",
"Set up your organization","Kuruluşunuzu kurun",
"Set up your tax templates for your sales or purchase transactions","Satış veya satın alma işlemleriniz için vergi şablonlarınızı ayarlama",
"Sets how many digits are shown after the decimal point.","Ondalık noktadan sonra kaç basamak gösterileceğini ayarlar.",
"Sets the app-wide date display format.","Uygulama genelinde tarih görüntüleme biçimini ayarlar.",
"Sets the internal precision used for monetary calculations. Above 6 should be sufficient for most currencies.","Parasal hesaplamalar için kullanılan iç hassasiyeti ayarlar. Çoğu para birimi için 6'nın üzerinde yeterli olmalıdır.",
"Sets the theme of the app.",,
"Setting Up Instance","Örnek Kurma",
Settings,Ayarlar,
Setup,Kurulum,
"Setup Complete","Kurulum Tamamlandı",
"Setup Wizard","Kurulum Sihirbazı",
"Setup system defaults like date format and display precision","Tarih biçimi ve görüntü hassasiyeti gibi sistem varsayılanlarını ayarlama",
Seven,,
Seventeen,,
Seventy,,
Shipment,,
"Shipment ${0} is Submitted",,
"Shipment Item",,
"Shipment Location",,
"Shipment Number Series",,
"Shipment Print Template",,
"Shipment Terms",,
Shortcuts,,
"Should entries be submitted after syncing?",,
"Show HSN",,
"Show Me","göster bana",
"Show Month/Year",,
"Single Value","Tek Değer",
Six,,
Sixteen,,
Sixty,,
"Skip Child Tables",,
"Skip Transactions",,
"Smallest Currency Fraction Value","En Küçük Para Birimi Kesir Değeri",
Softwares,Yazılımlar,
"Something has gone terribly wrong. Please check the console and raise an issue.","Bir şeyler çok ters gitti. Lütfen konsolu kontrol edin ve bir sorun yaratın.",
"Source of Funds (Liabilities)","Fon Kaynağı (Yükümlülükler)",
"Standard Chart of Accounts","Standart Hesap Planı",
Start,Başlamak,
"Start From Row Index",,
State,Devlet,
"State Tax","Devlet Vergisi",
Status,Durum,
Stock,Stok,
"Stock Adjustment","Stok Ayarı",
"Stock Assets","Stok Varlıkları",
"Stock Balance",,
"Stock Entries",,
"Stock Expenses","Stok Giderleri",
"Stock In Hand","Eldeki Stok",
"Stock In Hand Acc.",,
"Stock Ledger",,
"Stock Ledger Entry",,
"Stock Liabilities","Hisse Senedi Yükümlülükleri",
"Stock Movement",,
"Stock Movement Item",,
"Stock Movement No.",,
"Stock Movement Number Series",,
"Stock Movement Print Template",,
"Stock Movements",,
"Stock Not Received",,
"Stock Not Shipped",,
"Stock Not Transferred",,
"Stock Received But Not Billed","Stok Alındı Ancak Faturalandırılmadı",
"Stock Received But Not Billed Acc.",,
"Stock Transfer Item",,
"Stock Unit",,
StockTransfer,,
Stores,,
Su,,
Submit,Sunmak,
"Submit ${0}?",,
"Submit Button Colour",,
"Submit entries?",,
Submitted,Gönderilen,
Success,,
Supplier,Tedarikçi,
"Supplier Created","Tedarikçi Oluşturuldu",
Suppliers,Tedarikçiler,
Symbol,Sembol,
"Sync Data From Server",,
"Sync Data To ERPNext",,
"Sync Settings",,
System,Sistem,
"System Settings","Sistem Ayarları",
"System Setup","Sistem Kurulumu",
Table,,
Target,,
Tax,Vergi,
"Tax Account","Vergi Hesabı",
"Tax Amount",,
"Tax Assets","Vergi Varlıkları",
"Tax Detail","Vergi Detayı",
"Tax ID","Vergi Kimliği",
"Tax Invoice Account",,
"Tax Payment Account",,
"Tax Rate",,
"Tax Summary","Vergi Özeti",
"Tax Template",,
"Tax Templates",,
"Tax and Totals",,
"Taxable Value","Vergilendirilebilir Değer",
"Taxed Amount",,
Taxes,Vergiler,
"Taxes and Charges",,
Teal,Çamurcun,
"Telephone Expenses","Telefon Giderleri",
Template,Şablon,
"Template Builder",,
"Template Compilation Error",,
"Template Name",,
"Template Type",,
"Template file saved",,
Temporary,Geçici,
"Temporary Accounts","Geçici Hesaplar",
"Temporary Opening","Geçici Açılış",
Ten,,
Terms,Şartlar,
Text,,
Th,,
"The Grand Total must be less than ${0} to apply this coupon.",,
"The Grand Total must exceed ${0} to apply the coupon ${1}.",,
"The following characters cannot be used ${0} in a Number Series name.",,
"The following items have insufficient quantity for Shipment: ${0}",,
Theme,,
Thirteen,,
Thirty,,
"This Month","Bu Ay",
"This Quarter","Bu Çeyrek",
"This Year","Bu Yıl",
"This action is permanent","Bu eylem kalıcıdır",
"This action is permanent and will cancel the following payment: ${0}","Bu işlem kalıcıdır ve aşağıdaki ödemeyi iptal eder: ${0}",
"This action is permanent and will cancel the following payments: ${0}","Bu işlem kalıcıdır ve aşağıdaki ödemeleri iptal eder: ${0}",
"This action is permanent and will delete associated ledger entries.","Bu eylem kalıcıdır ve ilişkili defter girdilerini siler.",
"This action is permanent.","Bu eylem kalıcıdır.",
Thousand,,
Three,,
"Tier Name",,
"Times New Roman","Times New Roman",
Title,,
To,,
"To Account",açıklamak,
"To Account and From Account can't be the same: ${0}","Hesaba ve Hesaptan aynı olamaz: $ {0}",
"To Date",çıkmak,
"To Loc.",,
"To Year","Yıl için",
"Toggle Edit Mode",,
"Toggle Key Hints",,
"Toggle Linked Entries widget, not available in Quick Edit view.",,
"Toggle between Grid and List view",,
"Toggle between form and full width",,
"Toggle sidebar",,
"Toggle the Create filter",,
"Toggle the Docs filter",,
"Toggle the List filter",,
"Toggle the Page filter",,
"Toggle the Report filter",,
"Top Expenses","En Yüksek Giderler",
Total,Toplam,
"Total Amount",,
"Total Asset (Debit)","Toplam Aktif (Borç)",
"Total Debit: ${0} must be equal to Total Credit: ${1}","Toplam Borç: ${0} Toplam Krediye eşit olmalıdır: ${1}",
"Total Discount",,
"Total Equity (Credit)","Toplam Özkaynak (Kredi)",
"Total Expense (Debit)","Toplam Gider (Borç)",
"Total Income (Credit)","Toplam Gelir (Kredi)",
"Total Liability (Credit)","Toplam Sorumluluk (Kredi)",
"Total Profit","Toplam Kar",
"Total Quantity",,
"Total Spending","Toplam Harcama",
"Track Inventory",,
Transfer,Aktarma,
"Transfer No",,
"Transfer Type","Aktarım Türü",
"Transfer Unit",,
"Transfer Unit ${0} is not applicable for Item ${1}",,
"Transfer will cause future entries to have negative stock.",,
"Travel Expenses","Seyahat Masrafları",
"Trial Balance",mizan,
Tu,,
Twelve,,
Twenty,,
Two,,
Type,Tip,
"Type to search...","Aramak için yazın...",
UOM,,
"UOM Conversion Item",,
"UOM Conversions",,
"Unable to add an item to the return invoice.",,
Unit,Birim,
"Unit Type","Birim Türü",
Unpaid,Ödenmemiş,
"Unpaid ${0}",,
"Unsecured Loans","Teminatsız Krediler",
"Until Date","Tarihe kadar",
"Use Full Width",,
"Use List Filters",,
Used,,
"User Remark","Kullanıcı Açıklaması",
"Utility Expenses","Hizmet Giderleri",
"Valid From",,
"Valid From Date should be greather than Pricing Rule's Valid From Date.",,
"Valid From Date should be less than Valid To Date.",,
"Valid To",,
"Valid To Date should be greater than Valid From Date.",,
"Valid To Date should be lesser than Pricing Rule's Valid To Date.",,
"Validation Error",,
Validity,,
"Validity and Usage",,
Value,Değer,
"Value missing for ${0}","${0} için eksik değer",
"Value: ${0}",,
Version," Sürüm",
View,,
"View Accounting Entries",,
"View Paid Invoices",,
"View Purchases","Satın Alımları Görüntüle",
"View Sales","Satışları Görüntüle",
"View Stock Entries",,
"View Unpaid Invoices",,
"View linked entries",,
We,,
"Weight Enabled Barcode",,
"Welcome to Green Bar By SFGCO","Green Bar By SFGCO'a hoş geldiniz",
"When linking documents, if no match is found and filtering is in effect, allow to disable filters.",,
"Width (in cm)",,
"Write Off","Askıya Al",
"Write Off Account","Hesabı Askıya Al",
"Write Off Account ${0} does not exist. Please set Write Off Account in General Settings",,
"Write Off Account not set. Please set Write Off Account in General Settings","Hesab Askıya alınmadı. Lütfen Genel Ayarlar'da Hesap Kapatma ayarını yapın",
"Write Off Entry","Kayıt Dışı Giriş",
"Year to Date",,
Yearly,Yıllık,
Years,Yıllar,
Yellow,Sarı,
Yes,Evet,
Zero,,
and,,
"check values and click on",,
"default Account",,
held,,
"in Batch ${0}",,
"item Group",,
"item Weight Digits",,
john@doe.com,,
"no need ${0} points to purchase this item",,
only,,
"to apply changes",,
